doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_1091,2018,SOR/81-916,Regulations Respecting Zoning at Smithers Airport,2011,1981,P.C.,runway,park,runway
doc_1095,2018,SOR/92-142,Regulations Respecting Zoning at Hall Beach Airport,2011,1992,P.C.,airport,no topic,airport / aircrafts
doc_1096,2018,SOR/92-156,Order Prescribing the Fee To Be Paid by a Person for Statistical Analyses and Data Processing Services Provided by the Department of National Revenue,2017,1992,,data / statistics,no topic,education
doc_1097,2018,"C.R.C., c. 335",Regulations Providing for Compensation to Certain Refiners and Importers of Crude Oil and Petroleum Products for Consumption in Canada,2006,NA,,petroleum,no topic,energy / pipeline / oil
doc_1098,2018,SOR/98-337,Senate Sessional Allowance (Deductions for Non-attendance) Regulations,2008,1998,,export,chamber,exports
doc_1101,2018,SOR/98-445,Pension Plan Transfer Agreements Regulations,2008,1998,T.B.,pension,no topic,pension
doc_1102,2018,SOR/95-314,Regulations Respecting Transition Payments Made to Owners of Farmland in Western Canada on Which Grain is Grown,2010,1995,P.C.,well safety / drilling,no topic,energy / pipeline / oil
doc_1103,2018,SOR/87-239,Regulations Respecting Insurance of a Loan Made to St. Marys Paper Inc.,2006,1987,P.C.,insurance,radiocommunication,insurance
doc_1104,2018,"C.R.C., c. 692",Order Authorizing the Minister of National Defence to Give Indemnity Undertakings and Releases,2005,NA,,marine,no topic,ship / vessel
doc_1105,2018,SOR/2015-131,Canadian Payments Association Election of Directors Regulations,2015,2015,P.C.,senior positions,no topic,senior positions
doc_1106,2018,SOR/2009-315,Canada Oil and Gas Drilling and Production Regulations,2009,2009,P.C.,well safety / drilling,no topic,energy / pipeline / oil
doc_1107,2018,SOR/97-239,"Payments to Estates Regulations, 1996",2009,1997,T.B.,estate,no topic,estate / land
doc_1109,2018,"C.R.C., c. 686",Order Granting Authority to the Minister of National Defence with Respect to Clothing and Equipment,2005,NA,,export,cadet / officer,exports
doc_1110,2018,SOR/2005-131,"Plum Pox Virus Compensation Regulations, 2004",2009,2005,P.C.,insurance,no topic,insurance
doc_1111,2018,SOR/2004-322,Newfoundland and Labrador Sex Offender Information Registration Regulations,2009,2004,,telecommunication,no topic,communication
doc_1112,2018,SOR/2013-1,General Export Permit No. 46 — Cryptography for Use by Certain Consignees,2013,2013,,airport,no topic,airport / aircrafts
doc_1113,2018,SOR/2002-398,CCRFTA Non-entitlement to Preference Regulations,2008,2002,P.C.,estate,no topic,estate / land
doc_1114,2018,SOR/92-354,Regulations Respecting the Protection and Maintenance of Assets of Associations,2008,1992,P.C.,hearing,no topic,appeal / hearing
doc_1115,2018,SOR/97-60,Order Specifying Limits on the Annual Aggregate Quantity of Roses of Tariff Item No. 0603.10.11 that are Entitled to the Canada-Israel Agreement Tariff,2008,1996,P.C.,tariff,no topic,tariff
doc_1116,2018,SOR/2002-401,"Order Respecting the Privileges and Immunities of the United Nations Educational, Scientific and Cultural Organization and Its Institute for Statistics",2008,2002,P.C.,unesco,no topic,unesco
doc_1117,2018,SOR/2017-222,National Security and Intelligence Committee of Parliamentarians Regulations,2017,2017,P.C.,sensitive information,no topic,information
doc_1118,2018,SOR/86-957,"Regulations Respecting Access to, Exclusion from and Safety and Conduct of Persons in, on or about any Defence Establishment, Work for Defence or Materiel",NA,1986,P.C.,petroleum,no topic,energy / pipeline / oil
doc_1122,2018,SOR/85-658,"Order Exempting Property, Rights or Interests from the Application of Subsection 3(2) of the Northern Transportation Company Limited Disposal Authorization Act and Transferring the Control, Management and Administration Thereof",2010,1985,P.C.,property right,no topic,estate / land
doc_1123,2018,SOR/2002-373,Members of Parliament Disability Allowance Regulations,2008,2002,P.C.,export,environment / engine / boiler,exports
doc_1125,2018,SOR/2002-415,Mushuau Innu First Nation Band Order,2011,2002,P.C.,names,no topic,names
doc_1127,2018,SOR/92-383,Rule 79 - Prince Edward Island Rule of Practice Respecting Applications and Hearings Concerning a Reduction in the Number of Years of Imprisonment Without Eligibility for Parole,2015,1992,,judiciary,no topic,judiciary
doc_1128,2018,SOR/98-135,Order Respecting the Remission of Anti-Dumping Duties on Vitreous Type I Cold-Rolled Steel,2008,1998,P.C.,radiocommunication,no topic,communication
doc_1129,2018,SOR/2010-67,Wapusk National Park of Canada Park Use Regulations,2010,2010,P.C.,park,no topic,national park
doc_1131,2018,"C.R.C., c. 679",Order Respecting the Use of the Laundries Operated by the Canadian Armed Forces,2005,NA,,insurance,no topic,insurance
doc_1135,2018,SOR/2001-475,Money Market Mutual Fund Conditions Regulations,2008,2001,P.C.,verification,no topic,verification
doc_1138,2018,SOR/2016-186,Ice Hockey Helmet Regulations,2016,2016,P.C.,data / statistics,no topic,education
doc_1139,2018,SOR/2016-192,Science Education Sets Regulations,2016,2016,P.C.,chemicals,no topic,chemicals
doc_1140,2018,SOR/2015-80,Arctic Council Ministerial Meeting 2015 — Privileges and Immunities Order,2015,2015,P.C.,privilege immunity,no topic, criminal code / immunity
doc_1141,2018,SOR/2012-89,General Export Permit No. 43 — Nuclear Goods and Technology to Certain Destinations,2012,2012,,export,no topic,exports
doc_1142,2018,SOR/87-403,Order Granting Authority to Regulate the Marketing in Interprovincial and Export Trade of Pulse Crops Produced in Saskatchewan,2005,1987,P.C.,tariff,no topic,tariff
doc_1143,2018,SOR/2012-207,Marketing Authorization for Food Additives That May Be Used as Firming Agents,2012,2012,,food,no topic,agriculture / food
doc_1144,2018,SOR/81-33b,Regulations Respecting Part-time Work in the Public Service,2011,1980,P.C.,animal,no topic,wild life
doc_1145,2018,"C.R.C., c. 731",Order Respecting the Sale of Materiel and Services to the United Nations,2005,NA,,insurance,no topic,insurance
doc_1146,2018,SOR/2016-151,Multi-Sector Air Pollutants Regulations,2016,2016,P.C.,environment / engine / boiler,no topic,environment
doc_1147,2018,SOR/2014-281,"Royal Canadian Mounted Police Regulations, 2014",2014,2014,P.C.,export,no topic,exports
doc_1148,2018,SOR/2012-213,Marketing Authorization for Food Additives That May Be Used as Sequestering Agents,2012,2012,,food,no topic,agriculture / food
doc_1151,2018,SOR/2016-179,Expansion Gates and Expandable Enclosures Regulations,2016,2016,P.C.,chemicals,no topic,chemicals
doc_1153,2018,SOR/81-452,Regulations Respecting Zoning at Fredericton Airport,2011,1981,P.C.,airport,airport,airport / aircrafts
doc_1155,2018,SOR/96-34,"Regulations Respecting the Drawback of Duties Paid on Imported New Motor Vehicles, or on Imported Goods where they, or the Same Quantity of Domestic or Imported Goods of the Same Class, Are Used or Consumed in the Processing in Canada of New Motor Vehicles, where the New Vehicles Are Used Temporarily in Canada and Subsequently Exported",2008,1996,P.C.,vehicle,no topic,automobile
doc_1158,2018,"C.R.C., c. 1304",Order Respecting the Privileges and Immunities of the African Development Fund in Canada,2005,NA,,export,marine,exports
doc_1159,2018,SOR/2011-139,Establishing Timelines for Comprehensive Studies Regulations,2011,2011,P.C.,airport,no topic,airport / aircrafts
doc_1160,2018,SOR/86-360,"Order Respecting the Designation of One or More Officers or Employees of the Atomic Energy Control Board to Exercise or Perform Any of the Powers, Duties or Functions of the President of the Atomic Energy Control Board for the Purposes of the Access to Information Act",2010,1986,,antarctic / vessel,no topic,ship / vessel
doc_1161,2018,SOR/81-693,"Regulations Respecting Loans and the Insurance of Loans Made to Consolidated Computer Inc., Financeco Limited or Finecomp Inc.",2006,1981,P.C.,insurance,no topic,insurance
doc_1163,2018,SOR/2011-33,British Columbia Cranberry Order,2011,2011,P.C.,telecommunication,insurance,communication
doc_1164,2018,SOR/2003-202,Regulations Relieving Special Duty on Certain Tobacco Products,2010,2003,P.C.,menthol,no topic,alcohol
doc_1165,2018,SOR/2013-216,CPFTA Verification of Origin Regulations,2013,2013,P.C.,verification,no topic,verification
doc_1167,2018,SOR/2013-202,Emergency Order for the Protection of the Greater Sage-Grouse,2013,2013,P.C.,airport,no topic,airport / aircrafts
doc_1169,2018,SOR/2017-140,CUFTA Rules of Origin for Casual Goods Regulations,2017,2017,P.C.,goods,no topic,commodities
doc_1173,2018,SOR/61-507,Regulations Respecting the Transfer of Pensions of Employees of Canadian Arsenals Limited,2005,1961,P.C.,pension,no topic,pension
doc_1174,2018,SOR/95-506,Regulations Respecting Zoning at Sachs Harbour Airport,2011,1995,P.C.,airport,airport,airport / aircrafts
doc_1175,2018,SOR/91-122,Regulations Respecting Heritage Railway Stations,2008,1991,P.C.,unesco,no topic,unesco
doc_1177,2018,SOR/80-325,Regulations Respecting the Insurance of Loans Made to Trident Aircraft Ltd.,2006,1980,P.C.,insurance,insurance,insurance
doc_1180,2018,SOR/2005-294,Eastport Marine Protected Areas Regulations,2006,2005,P.C.,marine,no topic,ship / vessel
doc_1181,2018,SOR/88-509,Regulations Respecting Zoning at Brandon Airport,2011,1988,P.C.,airport,runway,airport / aircrafts
doc_1182,2018,SOR/2003-206,Losses of Bulk Spirits and Packaged Alcohol Regulations,2005,2003,P.C.,alcohol,no topic,alcohol
doc_1183,2018,SOR/2017-178,Regulations Defining “EU country or other CETA beneficiary”,2017,2017,P.C.,island,no topic,estate / land
doc_1187,2018,SOR/2007-193,"Radiocommunication Act (Subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2007–1",2007,2007,P.C.,radiocommunication,no topic,communication
doc_1190,2018,SOR/2005-257,Definition of ,2005,2005,P.C.,lubricant,no topic,lubricant
doc_1191,2018,SOR/2000-306,Rules of the Board of Arbitration (Agriculture and Agri-Food),2008,2000,P.C.,hearing,no topic,appeal / hearing
doc_1192,2018,SOR/2001-115,Saskatchewan Uranium Mines and Mills Exclusion Regulations,2006,2001,P.C.,uranium / safety,no topic,nuclear
doc_1193,2018,"C.R.C., c. 1314",Order Respecting the International Commission for the Northwest Atlantic Fisheries and the Granting of Certain Privileges and Immunities,2005,NA,,unesco,telecommunication,unesco
doc_1194,2018,SOR/87-605,Regulations Respecting Zoning at Yorkton Airport,2011,1987,P.C.,runway,no topic,runway
doc_1195,2018,SOR/2008-248,Special Economic Measures (Zimbabwe) Regulations,2008,2008,P.C.,birth,no topic,health
doc_1196,2018,SOR/2017-1,Canadian Payments Association By-law No. 1 — General,2017,2017,,member council,no topic,member council
doc_1197,2018,SOR/83-553,Order Extending the Right To Be Given Access to Personal Information under Subsection 12(1) of the Privacy Act,2011,1983,P.C.,privacy,no topic,privacy
doc_1198,2018,SOR/98-284,Direction to the CRTC (Reservation Of Frequencies For Toronto) Order,2005,1998,P.C.,telecommunication,well safety / drilling,communication
doc_1199,2018,SOR/98-35,Australia Tariff and New Zealand Tariff Rules of Origin Regulations,2008,1997,P.C.,names,no topic,names
doc_1200,2018,"C.R.C., c. 1328",Regulation Authorizing a Lease for a Term of 42 Years of Lands on the Rideau Canal,2006,NA,,animal,export,wild life
doc_1201,2018,SOR/85-1117,"Order Providing for the Fixing, Imposing and Collecting of Levies From Potato Producers in the Province of Alberta",2008,1985,,food / agriculture,no topic,agriculture / food
doc_1202,2018,SOR/2016-155,"Expiry of Sections 10 to 12 and 13 to 15 of the Softwood Lumber Products Export Charge Act, 2006 Regulations",2016,2016,P.C.,softwood,no topic,wood production
doc_1204,2018,"C.R.C., c. 735",Order Authorizing the Minister of National Defence to Transfer Certain Films to Other Military Forces,2005,NA,,food / agriculture,no topic,agriculture / food
doc_1205,2018,"C.R.C., c. 721",Order Authorizing the Minister of National Defence to Provide Materiel and Services to Foreign Ships,2005,NA,,materiel service,no topic,commodities
doc_1206,2018,SOR/2014-291,Commissioner’s Standing Orders (Conduct),2014,2014,,menthol,no topic,alcohol
doc_1207,2018,SOR/2012-203,"Marketing Authorization for Food Additives That May Be Used as Bleaching, Maturing or Dough Conditioning Agents",2012,2012,,food,food,agriculture / food
doc_1209,2018,"C.R.C., c. 709",Order Authorizing the Minister of National Defence to Lend Defence Materiel to Canadian Defence Contractors,2005,NA,,defence,no topic,army / defence
doc_1210,2018,SOR/2016-169,Children’s Sleepwear Regulations,2016,2016,P.C.,sleepwear test,no topic,sleepwear test
doc_1211,2018,SOR/94-261,Regulations Respecting the Masking of Names of Substances to Prevent the Disclosure of Confidential Information,2005,1994,P.C.,fish / dead specie,no topic,fishery
doc_1216,2018,SOR/2009-271,National Security Review of Investments Regulations,2009,2009,P.C.,investment,no topic,investment
doc_1218,2018,SOR/2016-182,Matches Regulations,2016,2016,P.C.,investment,no topic,investment
doc_1220,2018,SOR/2001-471,Disclosure on Account Opening by Telephone Request (Authorized Foreign Banks) Regulations,2005,2001,P.C.,bank / finance,no topic,bank / finance
doc_1222,2018,SOR/80-686,Regulations Respecting the Manner in Which Complaints Relating to Immigration Will be Investigated,2010,1980,P.C.,immigration,no topic,immigration
doc_1223,2018,SOR/92-68,Regulations Respecting Zoning at Coral Harbour Airport,2011,1992,P.C.,fish / water,airport,fishery
doc_1224,2018,SOR/2010-138,Regulations Prescribing Circumstances for Granting Waivers Pursuant to Section 147 of the Act,2010,2010,P.C.,ship safety,no topic,ship / vessel
doc_1225,2018,SOR/2015-3,Canada – Nova Scotia Offshore Marine Installations and Structures Transitional Regulations,2015,2015,,harassment complaint,no topic,harassment complaint
doc_1226,2018,SOR/97-375,Confederation Bridge Area Provincial (P.E.I.) Laws Application Regulations,2008,1997,P.C.,investment,no topic,investment
doc_1227,2018,SOR/62-1,Ontario Onion Growers’ Marketing Order,2005,1961,P.C.,marketing / agriculture,no topic,agriculture / food
doc_1230,2018,SOR/87-375,Regulations Respecting Zoning at Dawson Creek Airport,2011,1987,P.C.,fish / water,no topic,fishery
